Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL4787111,,None,639.15,2,7.56,BMS-1198,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCCCC3C(=O)O)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,IC50,'=',56.6,nM,7.25,,,UO_0000065,11.34,0.22,-0.31,7.16,1,CHEMBL4769862,Inhibition of PD-1/PDL1 protein-protein interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4765316,1,Scientific Literature,Eur J Med Chem,2020,None,,INHIBITOR
CHEMBL4637826,,None,358.44,0,4.55,22,Cc1c(-c2ccccc2)cccc1-c1nc2cc(CNCCO)ccc2o1,IC50,'<=',10,nM,,,,UO_0000065,,,,,1,CHEMBL4724763,Inhibition of PD-1/PDL1 (unknown origin) by ELISA,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4715910,1,Scientific Literature,Bioorg Med Chem,2021,None,,INHIBITOR
CHEMBL4795985,,None,1822.34,None,None,7,CCCC[C@H]1C(O)N(C)CC(O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC2CCCCC2)C(O)N[C@@H](Cc2ccc(O)cc2)C(=O)N(C)CC(O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(O)NCC(N)=O)CSCC(O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC2CCCCC2)C(O)N1C,IC50,'=',7,nM,8.15,,,UO_0000065,4.47,None,None,None,0,CHEMBL4724759,Inhibition of PD-1/PDL1 (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4715910,1,Scientific Literature,Bioorg Med Chem,2021,None,,INHIBITOR
CHEMBL4089730,,None,419.53,0,3.87,BMS-202,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCNC(C)=O,IC50,'=',18,nM,7.75,,,UO_0000065,18.46,0.34,3.87,10.69,1,CHEMBL4724760,Inhibition of human PD-1/PDL1 by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4715910,1,Scientific Literature,Bioorg Med Chem,2021,None,,INHIBITOR
CHEMBL4565838,,None,782.9,2,4.99,2d,CC(=O)NCCNCc1ccc(OCc2ccc(COc3ccc(CNCCNC(C)=O)c(OCc4cncc(C#N)c4)c3)cc2)cc1OCc1cncc(C#N)c1,IC50,'=',8244,nM,5.08,,,UO_0000065,6.49,0.12,0.09,2.64,0,CHEMBL4312946,Inhibition of human Fc-tagged PD1 N-terminal domain (Leu25 to Gln167 residues) expressed in HEK293 cells/human His-tagged PDL1 (Phe19 to Arg238 residues) expressed in HEK293 cells protein-protein interaction after 1 hr by APC-labeled anti-His antibody/Eu-labeled anti-human IgG based HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4311949,1,Scientific Literature,J Med Chem,2019,CHEMBL3307715,,
CHEMBL4751960,,None,447.97,0,4.44,A16,CC(=O)NCCNCc1ccc(C(=O)N2CCc3c(-c4ccccc4)cccc32)cc1Cl,IC50,'=',589,nM,6.23,,,UO_0000065,13.91,0.27,1.79,10.14,0,CHEMBL4682311,Inhibition of PD-1/PDL1 interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4680115,1,Scientific Literature,Eur J Med Chem,2020,None,,INHIBITOR
CHEMBL4785405,,None,413.52,0,4.05,A4,CC(=O)NCCNCc1ccc2c(c1)CN(c1cccc(-c3ccccc3)c1C)C2=O,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4682311,Inhibition of PD-1/PDL1 interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4680115,1,Scientific Literature,Eur J Med Chem,2020,None,,
CHEMBL4791785,,None,522.61,1,4.65,100,Cc1c(NCc2ccc(CN[C@H](CO)C(=O)O)c(OCc3cncc(C#N)c3)c2)cccc1-c1ccccc1,IC50,'=',191,nM,6.72,,,UO_0000065,12.86,0.24,2.07,5.27,0,CHEMBL4677437,Inhibition of PD1-Tag2/PD-L1-Tag1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2.5 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4673285,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.75 hr,INHIBITOR
CHEMBL4585208,,None,401.47,0,3.04,A7,Cc1c(NC(=O)c2ccc(CNCCO)n3cnnc23)cccc1-c1ccccc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4394423,Inhibition of human PD1/PDL1 protein-protein interaction after 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4393667,1,Scientific Literature,J Med Chem,2019,None,,
CHEMBL4783955,,None,992.53,3,7.14,P8,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCCCC3C(=O)NCCNC(=O)CCCC(=O)Nc3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)cc2Cl)cccc1-c1ccccc1,IC50,'=',101.9,nM,6.99,,,UO_0000065,7.04,0.13,-0.15,3.23,0,CHEMBL4769862,Inhibition of PD-1/PDL1 protein-protein interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4765316,1,Scientific Literature,Eur J Med Chem,2020,None,,INHIBITOR
CHEMBL4764164,,None,372.47,0,3.64,A7,O=C(c1ccc(CNCCO)cc1)N1CCc2c(-c3ccccc3)cccc21,IC50,'=',191.6,nM,6.72,,,UO_0000065,18.04,0.33,3.08,12.78,0,CHEMBL4682311,Inhibition of PD-1/PDL1 interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4680115,1,Scientific Literature,Eur J Med Chem,2020,None,,INHIBITOR
CHEMBL4452790,,None,473.53,0,3.15,A23,Cc1c(NC(=O)c2cc(CN(C)CCO)cn3cnnc23)cccc1-c1ccc2c(c1)OCCO2,IC50,'=',238.3,nM,6.62,,,UO_0000065,13.99,0.26,3.47,6.54,0,CHEMBL4394423,Inhibition of human PD1/PDL1 protein-protein interaction after 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4393667,1,Scientific Literature,J Med Chem,2019,None,,
CHEMBL3582252,,None,475.59,1,5.7,1; BMS-1,COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CN1CCCC[C@H]1C(=O)O,IC50,'=',79.5,nM,7.1,,,UO_0000065,14.93,0.28,1.4,10.41,0,CHEMBL4394423,Inhibition of human PD1/PDL1 protein-protein interaction after 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4393667,1,Scientific Literature,J Med Chem,2019,None,,
CHEMBL4781608,,None,1018.57,None,None,P9,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCCCC3C(=O)N3CCN(C(=O)CCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2Cl)cccc1-c1ccccc1,IC50,'=',26.1,nM,7.58,,,UO_0000065,7.45,None,None,None,0,CHEMBL4769862,Inhibition of PD-1/PDL1 protein-protein interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4765316,1,Scientific Literature,Eur J Med Chem,2020,None,,INHIBITOR
CHEMBL4789771,,None,1076.6,None,None,P22,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCCCC3C(=O)N3CCN(C(=O)CCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,IC50,'=',39.2,nM,7.41,,,UO_0000065,6.88,None,None,None,0,CHEMBL4769862,Inhibition of PD-1/PDL1 protein-protein interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4765316,1,Scientific Literature,Eur J Med Chem,2020,None,,INHIBITOR
CHEMBL4645487,,None,459.55,0,4.05,28,Cc1c(NC(=O)c2cc(CN3CCCC[C@H]3C(=O)O)cn(C)c2=O)cccc1-c1ccccc1,IC50,'<',100,nM,,,,UO_0000065,,,,,1,CHEMBL4613349,Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4613205,1,Scientific Literature,Eur J Med Chem,2019,None,,
CHEMBL4783983,,None,522.61,1,4.65,59,Cc1c(CNc2ccc(CN[C@H](CO)C(=O)O)c(OCc3cncc(C#N)c3)c2)cccc1-c1ccccc1,IC50,'=',38,nM,7.42,,,UO_0000065,14.2,0.26,2.77,5.82,0,CHEMBL4677437,Inhibition of PD1-Tag2/PD-L1-Tag1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2.5 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4673285,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.75 hr,INHIBITOR
CHEMBL4754792,,None,477.61,1,5.81,50,Cc1c(CNc2ccc(CNCCO)c(OCc3cccc(C#N)c3)c2)cccc1-c1ccccc1,IC50,'=',3673,nM,5.43,,,UO_0000065,11.38,0.21,-0.38,7.03,0,CHEMBL4677437,Inhibition of PD1-Tag2/PD-L1-Tag1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2.5 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4673285,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.75 hr,INHIBITOR
CHEMBL4089730,,None,419.53,0,3.87,BMS-202,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCNC(C)=O,IC50,'=',17.4,nM,7.76,,,UO_0000065,18.5,0.34,3.89,10.71,0,CHEMBL4811127,Inhibition of PD1/PD-L1 (unknown origin) protein-protein interaction measured after 135 mins by TR-FRET assay relative to control,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4808253,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 2.25 hr,INHIBITOR
CHEMBL4089730,,None,419.53,0,3.87,BMS-202,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCNC(C)=O,IC50,'=',22,nM,7.66,,,UO_0000065,18.25,0.34,3.79,10.57,0,CHEMBL5040753,Inhibition of human recombinant PD-1/PDL-1 interaction measured by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5038619,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR
CHEMBL5084981,,None,391.48,0,3.36,13,CC(=O)NCCCNc1ncnc(OCc2cccc(-c3ccccc3)c2C)n1,IC50,'=',2145,nM,5.67,,,UO_0000065,14.48,0.27,2.31,6.37,0,CHEMBL5040753,Inhibition of human recombinant PD-1/PDL-1 interaction measured by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5038619,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR
CHEMBL4740740,,None,536.63,1,4.96,60,Cc1cc(NCc2cccc(-c3ccccc3)c2C)cc(OCc2cncc(C#N)c2)c1CN[C@H](CO)C(=O)O,IC50,'=',436,nM,6.36,,,UO_0000065,11.85,0.22,1.4,4.99,0,CHEMBL4677437,Inhibition of PD1-Tag2/PD-L1-Tag1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2.5 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4673285,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.75 hr,INHIBITOR
CHEMBL4755483,,None,406.91,0,4.29,A17,O=C(c1ccc(CNCCO)cc1Cl)N1CCc2c(-c3ccccc3)cccc21,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4682311,Inhibition of PD-1/PDL1 interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4680115,1,Scientific Literature,Eur J Med Chem,2020,None,,
CHEMBL4780731,,None,372.47,0,3.64,A5,O=C(c1cccc(CNCCO)c1)N1CCc2c(-c3ccccc3)cccc21,IC50,'=',344,nM,6.46,,,UO_0000065,17.35,0.32,2.82,12.29,0,CHEMBL4682311,Inhibition of PD-1/PDL1 interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4680115,1,Scientific Literature,Eur J Med Chem,2020,None,,INHIBITOR
CHEMBL4792711,,None,521.62,2,5.26,52,Cc1c(CNc2ccc(CN[C@H](CO)C(=O)O)c(OCc3cccc(C#N)c3)c2)cccc1-c1ccccc1,IC50,'=',1155,nM,5.94,,,UO_0000065,11.38,0.21,0.68,5.18,0,CHEMBL4677437,Inhibition of PD1-Tag2/PD-L1-Tag1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2.5 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4673285,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.75 hr,INHIBITOR
CHEMBL4099869,,None,494.43,1,6.44,12; BMS-8,Cc1c(COc2ccc(CN3CCCCC3C(=O)O)cc2Br)cccc1-c1ccccc1,IC50,'=',146,nM,6.84,,,UO_0000065,13.83,0.29,0.4,13.73,1,CHEMBL4724760,Inhibition of human PD-1/PDL1 by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4715910,1,Scientific Literature,Bioorg Med Chem,2021,None,,INHIBITOR
CHEMBL4570131,,None,375.47,0,3.7,24,Cc1cc(C(=O)Nc2cccc(-c3ccccc3)c2C)ncc1CNCCO,IC50,'<=',10,nM,,,,UO_0000065,,,,,0,CHEMBL4724763,Inhibition of PD-1/PDL1 (unknown origin) by ELISA,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4715910,1,Scientific Literature,Bioorg Med Chem,2021,None,,INHIBITOR
CHEMBL4554167,,None,782.9,2,4.99,2e,CC(=O)NCCNCc1ccc(OCc2cccc(COc3ccc(CNCCNC(C)=O)c(OCc4cncc(C#N)c4)c3)c2)cc1OCc1cncc(C#N)c1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4312946,Inhibition of human Fc-tagged PD1 N-terminal domain (Leu25 to Gln167 residues) expressed in HEK293 cells/human His-tagged PDL1 (Phe19 to Arg238 residues) expressed in HEK293 cells protein-protein interaction after 1 hr by APC-labeled anti-His antibody/Eu-labeled anti-human IgG based HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4311949,1,Scientific Literature,J Med Chem,2019,CHEMBL3307715,,
CHEMBL4585805,,None,832.96,3,6.14,2f,CC(=O)NCCNCc1ccc(OCc2ccc(COc3ccc(CNCCNC(C)=O)c(OCc4cncc(C#N)c4)c3)c3ccccc23)cc1OCc1cncc(C#N)c1,IC50,'=',462,nM,6.33,,,UO_0000065,7.61,0.14,0.2,3.29,0,CHEMBL4312946,Inhibition of human Fc-tagged PD1 N-terminal domain (Leu25 to Gln167 residues) expressed in HEK293 cells/human His-tagged PDL1 (Phe19 to Arg238 residues) expressed in HEK293 cells protein-protein interaction after 1 hr by APC-labeled anti-His antibody/Eu-labeled anti-human IgG based HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4311949,1,Scientific Literature,J Med Chem,2019,CHEMBL3307715,,
CHEMBL4776315,,None,533.62,2,5.38,TP15,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(CN2CC[C@@H](C(=O)O)C2)cc1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL4735264,Inhibition of PD1/PDL1 (unknown origin) protein-protein interaction measured after 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4732116,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.25 hr,
CHEMBL4745602,,None,537.61,1,4.39,TP19,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(CN[C@H](C(=O)O)[C@H](C)O)cc1,IC50,'=',58570,nM,4.23,,,UO_0000065,7.87,0.15,-0.16,3.66,0,CHEMBL4735264,Inhibition of PD1/PDL1 (unknown origin) protein-protein interaction measured after 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4732116,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR
CHEMBL4868972,,None,646.83,2,6.06,C10,COc1cc(-c2cccc(-c3cccc(-c4ccc(CNCC5CCC(=O)N5)c(OC)c4)c3C)c2C)ccc1CNCC1CCC(=O)N1,IC50,'=',139,nM,6.86,,,UO_0000065,10.6,0.2,0.8,6.81,0,CHEMBL4828906,Inhibition of Tag2-PD1/Tag1-PD-L1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2 hrs in dark by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4828707,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 2.25 hr,INHIBITOR
CHEMBL4751077,,None,473.57,0,3.8,A20,COc1cc(C(=O)N2CCc3c(-c4ccccc4)cccc32)cc(OC)c1CNCCNC(C)=O,IC50,'=',7258,nM,5.14,,,UO_0000065,10.85,0.2,1.34,6.43,0,CHEMBL4682311,Inhibition of PD-1/PDL1 interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4680115,1,Scientific Literature,Eur J Med Chem,2020,None,,INHIBITOR
CHEMBL4869864,,None,418.49,0,3.77,A2,Cc1c(NC(=O)c2ccc(CNCCO)cc2)cccc1-c1ccc2c(c1)OCCO2,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL4828906,Inhibition of Tag2-PD1/Tag1-PD-L1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2 hrs in dark by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4828707,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 2.25 hr,
CHEMBL4870005,,None,433.51,0,3.19,A4,Cc1c(-c2ccc3c(c2)OCCO3)cccc1N(C)C(=O)c1ccc(CNCCO)cn1,IC50,'=',764,nM,6.12,,,UO_0000065,14.11,0.26,2.93,7.29,0,CHEMBL4828906,Inhibition of Tag2-PD1/Tag1-PD-L1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2 hrs in dark by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4828707,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 2.25 hr,INHIBITOR
CHEMBL4869359,,None,467.57,1,5.32,A9,Cc1c(Nc2cccc(-c3ccc(CNCCO)cc3)n2)cccc1-c1ccc2c(c1)OCCO2,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL4828906,Inhibition of Tag2-PD1/Tag1-PD-L1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2 hrs in dark by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4828707,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 2.25 hr,
CHEMBL4877288,,None,430.5,0,3.68,B1,Cc1c(-c2ccc3c(c2)OCCO3)cccc1N1Cc2cc(CNCCO)ccc2C1=O,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL4828906,Inhibition of Tag2-PD1/Tag1-PD-L1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2 hrs in dark by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4828707,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 2.25 hr,
CHEMBL4851450,,None,493.99,0,4.65,8b,COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCN(C(N)=O)CC1,IC50,'<',1,nM,,,,UO_0000065,,,,,0,CHEMBL4836819,Inhibition of human PD1/PDL1 protein-protein interaction assessed as undissociated complex after 2 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4834474,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR
CHEMBL4859460,,None,529.06,1,4.53,8e,COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCN(S(C)(=O)=O)CC1,IC50,'=',104.44,nM,6.98,,,UO_0000065,13.2,0.26,2.45,10.22,0,CHEMBL4836819,Inhibition of human PD1/PDL1 protein-protein interaction assessed as undissociated complex after 2 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4834474,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR
